Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Material Name,Material Level,Time per Day (min),Assessment Score,IQ of Student,Promoted
Daniel,15,Female,India,Karnataka,Bangalore,Business,High,Advanced,Beginner,Science,PDF,Basic,99,84.11,114,Yes
Ann,13,Female,USA,California,Los Angeles,Business,Low,Intermediate,Intermediate,Math,Video,Basic,44,92.52,85,Yes
Steven,15,Female,India,Maharashtra,Pune,Clerk,Low,Beginner,Beginner,Math,Quiz,Hard,38,78.0,81,Yes
Lauren,6,Male,USA,California,San Diego,Clerk,Low,Advanced,Intermediate,Science,PDF,Medium,116,55.05,81,No
Juan,8,Male,UK,Scotland,Edinburgh,Clerk,Low,Intermediate,Beginner,Science,PDF,Hard,50,65.85,85,Yes
Mary,7,Female,UK,Scotland,Edinburgh,Business,High,Intermediate,Intermediate,English,PDF,Medium,58,73.98,109,Yes
Jeffrey,8,Female,UK,Scotland,Glasgow,Teacher,Low,Intermediate,Beginner,Math,Quiz,Hard,27,79.0,140,Yes
Emily,12,Female,UK,England,London,Teacher,Middle,Advanced,Beginner,English,Video,Medium,82,81.55,131,Yes
Lori,11,Male,India,Maharashtra,Pune,Farmer,High,Advanced,Intermediate,Science,PDF,Medium,93,70.99,138,Yes
Anthony,15,Male,USA,California,San Diego,Farmer,Middle,Intermediate,Intermediate,English,Quiz,Medium,119,50.94,133,No
Jeremiah,5,Female,USA,California,San Diego,Doctor,Middle,Beginner,Intermediate,English,Quiz,Hard,94,75.63,88,Yes
Joseph,5,Female,UK,England,Manchester,Doctor,Middle,Intermediate,Intermediate,Science,Quiz,Medium,98,96.2,87,Yes
Justin,16,Male,USA,Texas,Dallas,Engineer,Middle,Intermediate,Intermediate,Math,PDF,Hard,93,77.1,96,Yes
Carmen,12,Male,UK,Scotland,Edinburgh,Farmer,Low,Beginner,Intermediate,Math,Quiz,Hard,112,58.4,90,No
Jason,14,Female,UK,England,London,Doctor,Middle,Advanced,Advanced,English,Video,Basic,37,67.57,115,Yes
Tammy,15,Male,UK,England,Manchester,Farmer,High,Beginner,Intermediate,English,Video,Basic,58,52.91,129,No
Tamara,6,Female,India,Karnataka,Mysore,Farmer,High,Advanced,Advanced,English,Quiz,Medium,46,35.46,125,No
Michael,15,Male,UK,England,London,Business,Low,Beginner,Advanced,Science,PDF,Medium,39,91.45,130,Yes
Nicole,8,Female,India,Maharashtra,Pune,Clerk,Middle,Beginner,Beginner,Math,PDF,Hard,19,77.55,131,Yes
Nichole,14,Female,USA,Texas,Dallas,Engineer,High,Beginner,Advanced,English,Quiz,Basic,108,80.12,102,Yes
Joy,15,Female,USA,Texas,Austin,Clerk,High,Advanced,Beginner,Science,PDF,Hard,28,76.58,85,Yes
Jonathan,11,Female,India,Maharashtra,Mumbai,Clerk,Middle,Beginner,Advanced,Science,Video,Hard,12,66.2,82,Yes
Matthew,10,Male,India,Karnataka,Mysore,Engineer,Middle,Beginner,Intermediate,Math,PDF,Medium,110,72.8,135,Yes
Candace,8,Female,India,Karnataka,Mysore,Farmer,Middle,Beginner,Beginner,Science,Video,Hard,54,48.66,97,No
Douglas,15,Male,USA,California,Los Angeles,Farmer,Middle,Beginner,Advanced,Science,Quiz,Hard,59,90.09,130,Yes
Cynthia,12,Female,USA,California,San Diego,Clerk,High,Advanced,Advanced,English,Video,Basic,88,90.45,103,Yes
Darrell,7,Male,UK,Scotland,Glasgow,Clerk,Middle,Advanced,Beginner,Math,Video,Basic,107,60.54,136,Yes
Laura,16,Female,USA,California,Los Angeles,Farmer,High,Intermediate,Intermediate,English,PDF,Hard,30,49.81,87,No
Robert,12,Female,India,Karnataka,Mysore,Engineer,Low,Beginner,Beginner,Math,PDF,Basic,47,71.25,92,Yes
Lisa,11,Male,India,Maharashtra,Pune,Business,High,Advanced,Beginner,English,PDF,Hard,61,56.35,121,No
Tyrone,14,Male,USA,Texas,Dallas,Teacher,Low,Advanced,Advanced,Math,PDF,Basic,78,60.07,81,Yes
Katie,6,Male,India,Karnataka,Bangalore,Teacher,High,Intermediate,Advanced,English,Video,Hard,11,77.91,132,Yes
Amanda,15,Male,India,Karnataka,Bangalore,Engineer,Low,Advanced,Beginner,Science,Quiz,Hard,73,79.86,104,Yes
David,13,Female,USA,California,Los Angeles,Farmer,High,Intermediate,Advanced,Math,PDF,Medium,39,61.65,107,Yes
Jose,8,Male,India,Maharashtra,Mumbai,Doctor,High,Advanced,Advanced,English,PDF,Basic,48,59.15,118,No
Jesse,14,Female,UK,England,London,Clerk,High,Intermediate,Advanced,Science,PDF,Basic,80,76.54,83,Yes
Corey,7,Male,UK,Scotland,Edinburgh,Clerk,Low,Intermediate,Advanced,English,Video,Hard,111,83.71,100,Yes
Beth,9,Female,USA,California,San Diego,Farmer,High,Intermediate,Advanced,Math,Quiz,Medium,34,55.27,122,No
Christina,15,Female,USA,Texas,Austin,Engineer,Middle,Intermediate,Intermediate,English,Quiz,Basic,92,74.27,111,Yes
Bruce,7,Male,USA,Texas,Dallas,Farmer,High,Intermediate,Advanced,Math,PDF,Hard,50,61.27,106,Yes
Bridget,15,Male,UK,England,London,Teacher,High,Beginner,Advanced,Math,PDF,Medium,28,66.64,112,Yes
David,10,Female,UK,England,London,Business,Middle,Beginner,Advanced,Math,Video,Basic,96,72.8,113,Yes
Kevin,18,Female,USA,California,Los Angeles,Business,Middle,Beginner,Intermediate,English,Quiz,Medium,88,61.03,96,Yes
Nicholas,10,Female,UK,Scotland,Edinburgh,Clerk,Middle,Beginner,Beginner,English,Video,Hard,116,86.12,123,Yes
Cynthia,10,Female,UK,Scotland,Glasgow,Teacher,Middle,Beginner,Beginner,Science,PDF,Medium,82,65.05,102,Yes
Mary,5,Female,UK,England,London,Farmer,High,Advanced,Advanced,Math,PDF,Basic,77,77.53,130,Yes
Justin,8,Female,UK,England,Manchester,Business,Middle,Intermediate,Beginner,English,Video,Medium,13,91.6,120,Yes
Robert,12,Male,USA,California,San Diego,Business,Middle,Intermediate,Beginner,Math,PDF,Medium,39,71.62,119,Yes
Kevin,13,Male,USA,Texas,Dallas,Teacher,Middle,Advanced,Intermediate,English,Quiz,Basic,49,66.34,135,Yes
James,15,Female,UK,Scotland,Glasgow,Business,Low,Beginner,Beginner,Math,Video,Hard,98,67.39,115,Yes
Jonathan,12,Female,UK,England,Manchester,Farmer,Low,Intermediate,Beginner,Math,Quiz,Basic,52,77.37,109,Yes
Stephen,18,Male,India,Karnataka,Mysore,Engineer,Low,Advanced,Beginner,Math,Video,Hard,45,77.1,138,Yes
Erika,8,Male,USA,Texas,Dallas,Farmer,Middle,Beginner,Intermediate,Math,Quiz,Basic,68,86.96,120,Yes
Sarah,11,Male,USA,Texas,Austin,Engineer,Low,Beginner,Intermediate,English,PDF,Medium,101,57.35,137,No
Gregory,15,Female,India,Maharashtra,Pune,Business,High,Intermediate,Intermediate,Math,Quiz,Basic,120,73.67,114,Yes
Patricia,12,Male,USA,Texas,Austin,Engineer,High,Advanced,Advanced,Math,PDF,Hard,83,59.1,84,No
Andrew,11,Male,India,Maharashtra,Mumbai,Engineer,High,Advanced,Intermediate,Math,PDF,Hard,47,73.09,137,Yes
Cody,7,Female,USA,Texas,Dallas,Engineer,Low,Intermediate,Beginner,English,Video,Medium,37,81.84,110,Yes
Cynthia,17,Female,UK,England,Manchester,Doctor,High,Advanced,Intermediate,English,Video,Basic,26,59.52,127,No
Tabitha,15,Female,UK,England,London,Business,High,Intermediate,Intermediate,English,PDF,Basic,79,75.78,108,Yes
Michael,10,Male,India,Karnataka,Mysore,Teacher,Low,Intermediate,Advanced,Math,PDF,Basic,56,82.24,94,Yes
Michael,18,Male,India,Maharashtra,Mumbai,Engineer,Low,Intermediate,Advanced,English,Video,Medium,92,71.6,83,Yes
Megan,11,Female,India,Maharashtra,Mumbai,Doctor,Middle,Intermediate,Beginner,Math,PDF,Hard,22,72.38,80,Yes
Douglas,16,Female,India,Maharashtra,Mumbai,Engineer,Middle,Intermediate,Intermediate,Science,Video,Basic,89,85.85,104,Yes
William,12,Female,UK,England,London,Doctor,High,Advanced,Advanced,Science,Quiz,Hard,54,66.91,134,Yes
Michael,6,Female,USA,California,San Diego,Engineer,Middle,Intermediate,Beginner,Math,Quiz,Basic,29,76.16,139,Yes
Emma,11,Female,USA,California,Los Angeles,Clerk,Middle,Intermediate,Advanced,Science,Quiz,Basic,109,67.69,112,Yes
Laurie,5,Male,USA,Texas,Dallas,Clerk,High,Beginner,Beginner,Science,Quiz,Hard,51,76.26,121,Yes
Robert,18,Male,USA,California,San Diego,Farmer,Middle,Advanced,Intermediate,Math,PDF,Basic,54,45.12,135,No
Shirley,7,Male,India,Maharashtra,Mumbai,Farmer,Low,Intermediate,Intermediate,Math,Quiz,Basic,43,82.18,122,Yes
William,9,Male,USA,California,San Diego,Farmer,High,Advanced,Advanced,Math,PDF,Medium,90,86.88,131,Yes
Nancy,10,Male,USA,Texas,Dallas,Doctor,High,Beginner,Advanced,Math,PDF,Hard,38,81.66,139,Yes
Amanda,7,Female,UK,England,Manchester,Farmer,Middle,Advanced,Beginner,Math,Video,Hard,48,76.11,104,Yes
Kenneth,15,Male,USA,California,Los Angeles,Teacher,Low,Beginner,Intermediate,English,Video,Medium,118,38.12,132,No
Tammy,6,Female,India,Karnataka,Mysore,Business,Middle,Beginner,Beginner,Math,Video,Medium,34,73.55,106,Yes
Kristin,12,Female,USA,Texas,Dallas,Doctor,Low,Advanced,Beginner,Science,Quiz,Hard,78,88.21,119,Yes
Nichole,9,Male,UK,England,London,Farmer,Middle,Intermediate,Intermediate,Science,PDF,Medium,13,54.06,91,No
Hannah,9,Male,UK,England,London,Clerk,High,Beginner,Intermediate,English,PDF,Medium,64,72.71,136,Yes
Courtney,17,Female,USA,California,Los Angeles,Business,Low,Advanced,Intermediate,English,Quiz,Hard,88,77.31,124,Yes
Robert,10,Male,USA,Texas,Dallas,Clerk,High,Beginner,Intermediate,Science,Video,Medium,62,52.02,115,No
Caleb,10,Female,UK,Scotland,Edinburgh,Doctor,High,Intermediate,Advanced,Math,Quiz,Medium,46,61.07,116,Yes
Teresa,14,Female,India,Maharashtra,Pune,Engineer,Low,Advanced,Beginner,English,PDF,Hard,10,83.74,130,Yes
Karen,7,Female,USA,California,Los Angeles,Engineer,Middle,Intermediate,Advanced,Math,Quiz,Hard,18,86.65,84,Yes
Shannon,18,Male,USA,California,Los Angeles,Farmer,Middle,Intermediate,Beginner,English,Video,Medium,39,78.66,109,Yes
Julian,17,Male,USA,California,San Diego,Engineer,High,Advanced,Advanced,English,Quiz,Basic,38,73.66,110,Yes
Deborah,16,Female,USA,California,Los Angeles,Teacher,Low,Intermediate,Advanced,Math,PDF,Hard,55,75.92,117,Yes
Martin,7,Female,India,Karnataka,Bangalore,Doctor,Low,Advanced,Intermediate,English,Quiz,Basic,76,79.07,120,Yes
Danielle,16,Female,USA,California,San Diego,Engineer,Middle,Intermediate,Intermediate,Science,PDF,Basic,82,63.05,121,Yes
Victoria,8,Female,USA,Texas,Dallas,Engineer,High,Beginner,Advanced,Science,PDF,Medium,96,77.47,113,Yes
Melissa,12,Male,USA,Texas,Dallas,Doctor,High,Intermediate,Advanced,English,PDF,Medium,27,56.9,133,No
Troy,12,Female,India,Karnataka,Mysore,Teacher,Low,Advanced,Beginner,English,PDF,Hard,89,92.1,131,Yes
Jennifer,5,Male,UK,England,Manchester,Business,Middle,Beginner,Beginner,Science,PDF,Basic,13,62.95,101,Yes
Kenneth,18,Female,USA,California,Los Angeles,Teacher,Low,Intermediate,Intermediate,Science,Quiz,Basic,10,100.0,92,Yes
Donald,18,Female,India,Karnataka,Bangalore,Teacher,Middle,Advanced,Advanced,English,PDF,Medium,50,37.05,137,No
Matthew,16,Female,USA,California,Los Angeles,Clerk,High,Advanced,Advanced,English,PDF,Basic,63,85.97,86,Yes
Elizabeth,18,Female,UK,Scotland,Glasgow,Clerk,Low,Intermediate,Intermediate,Math,PDF,Basic,61,78.86,102,Yes
Rachael,13,Male,USA,California,San Diego,Engineer,Low,Intermediate,Beginner,Math,PDF,Basic,109,69.95,130,Yes
Rebecca,16,Female,India,Karnataka,Mysore,Farmer,High,Beginner,Intermediate,English,Video,Hard,12,69.73,140,Yes
Alec,6,Male,USA,California,Los Angeles,Farmer,High,Intermediate,Advanced,English,Quiz,Hard,78,71.22,84,Yes
Troy,6,Female,USA,Texas,Dallas,Farmer,Low,Intermediate,Beginner,Math,Quiz,Basic,59,52.86,138,No
Darren,16,Male,USA,Texas,Dallas,Clerk,Middle,Advanced,Beginner,English,PDF,Basic,68,76.3,115,Yes
Benjamin,11,Female,India,Maharashtra,Pune,Doctor,Low,Beginner,Beginner,Science,Video,Hard,71,72.37,131,Yes
Amber,12,Male,USA,Texas,Dallas,Doctor,High,Beginner,Beginner,Science,PDF,Basic,68,73.52,135,Yes
Mark,11,Male,UK,Scotland,Edinburgh,Clerk,Middle,Advanced,Intermediate,English,PDF,Basic,65,37.4,119,No
Dwayne,8,Female,India,Maharashtra,Mumbai,Farmer,Low,Advanced,Beginner,Math,Quiz,Basic,111,79.77,120,Yes
Amanda,17,Female,India,Karnataka,Mysore,Farmer,Low,Advanced,Beginner,Science,Quiz,Basic,16,71.94,130,Yes
Bruce,13,Male,UK,England,London,Clerk,High,Advanced,Intermediate,Science,Quiz,Hard,60,53.43,98,No
Vanessa,5,Male,India,Karnataka,Bangalore,Doctor,Low,Beginner,Advanced,English,Video,Medium,16,78.84,121,Yes
Jeffery,5,Male,USA,California,San Diego,Engineer,Middle,Advanced,Advanced,Math,Video,Basic,78,61.15,113,Yes
David,11,Female,UK,England,London,Engineer,Low,Intermediate,Beginner,Math,Quiz,Medium,57,83.14,84,Yes
Joseph,18,Female,USA,Texas,Austin,Teacher,Middle,Intermediate,Intermediate,English,PDF,Hard,117,100.0,87,Yes
Ruben,11,Male,India,Maharashtra,Pune,Engineer,Middle,Beginner,Intermediate,Math,PDF,Basic,65,35.75,129,No
Leah,5,Male,UK,England,London,Teacher,Middle,Intermediate,Beginner,English,PDF,Hard,86,57.09,117,No
Krista,9,Male,UK,Scotland,Edinburgh,Farmer,High,Beginner,Beginner,English,PDF,Basic,11,59.88,134,No
Fernando,7,Male,UK,England,Manchester,Teacher,Low,Beginner,Intermediate,Science,Video,Medium,58,68.63,89,Yes
Alejandro,10,Male,UK,England,Manchester,Teacher,Low,Intermediate,Intermediate,Science,PDF,Basic,72,72.0,100,Yes
Kayla,17,Female,UK,England,Manchester,Clerk,Middle,Intermediate,Beginner,Science,Video,Hard,98,64.4,114,Yes
Sarah,12,Male,UK,England,London,Doctor,Low,Advanced,Intermediate,English,Quiz,Medium,50,73.62,138,Yes
Julie,5,Female,UK,England,London,Doctor,Middle,Beginner,Advanced,English,Quiz,Hard,83,50.51,109,No
Darren,16,Female,UK,England,London,Doctor,Low,Intermediate,Beginner,English,PDF,Medium,110,70.08,123,Yes
Amy,9,Female,USA,California,San Diego,Farmer,Low,Beginner,Advanced,Math,Video,Basic,115,49.49,119,No
Nathan,18,Female,India,Karnataka,Bangalore,Business,Middle,Intermediate,Beginner,Math,Video,Hard,10,81.2,126,Yes
Laura,9,Male,USA,California,San Diego,Teacher,High,Beginner,Intermediate,Math,Video,Medium,67,76.98,128,Yes
Dakota,10,Female,UK,Scotland,Edinburgh,Farmer,Low,Advanced,Advanced,Math,PDF,Basic,106,97.06,111,Yes
Emma,7,Male,India,Karnataka,Mysore,Clerk,Middle,Beginner,Advanced,English,Quiz,Hard,31,60.91,131,Yes
Jennifer,5,Male,UK,England,London,Farmer,Middle,Advanced,Beginner,English,Quiz,Basic,118,75.44,138,Yes
Marissa,10,Female,UK,England,London,Farmer,Low,Intermediate,Intermediate,Science,Quiz,Hard,86,50.18,94,No
Stephen,8,Male,USA,California,Los Angeles,Farmer,Low,Intermediate,Beginner,Math,PDF,Basic,28,67.65,114,Yes
Rachel,7,Female,UK,England,London,Clerk,Low,Beginner,Advanced,English,PDF,Basic,119,65.67,84,Yes
Andrew,10,Male,USA,California,San Diego,Business,Middle,Intermediate,Intermediate,Math,Video,Medium,33,60.87,108,Yes
Jimmy,13,Female,UK,Scotland,Edinburgh,Teacher,Low,Beginner,Advanced,Math,Video,Hard,97,100.0,90,Yes
Amber,6,Female,USA,Texas,Dallas,Clerk,Low,Intermediate,Advanced,English,Quiz,Medium,81,62.85,91,Yes
Richard,12,Female,India,Maharashtra,Pune,Engineer,Low,Beginner,Beginner,Math,Quiz,Hard,26,38.01,127,No
Sandra,16,Male,UK,England,London,Teacher,Low,Beginner,Beginner,Science,Video,Basic,59,62.54,129,Yes
Valerie,11,Male,USA,Texas,Dallas,Farmer,High,Advanced,Advanced,Science,PDF,Basic,99,81.36,134,Yes
Joshua,11,Female,USA,California,Los Angeles,Farmer,Middle,Beginner,Intermediate,Math,Video,Basic,73,100.0,127,Yes
Jack,14,Female,India,Karnataka,Bangalore,Doctor,High,Intermediate,Intermediate,Math,Quiz,Hard,20,88.67,102,Yes
Mary,6,Male,USA,Texas,Austin,Farmer,Low,Intermediate,Intermediate,Science,Quiz,Hard,84,77.03,94,Yes
Amber,16,Female,UK,England,Manchester,Business,Middle,Beginner,Beginner,English,Video,Basic,19,55.61,86,No
Sierra,11,Female,India,Karnataka,Mysore,Engineer,Low,Beginner,Beginner,English,Quiz,Hard,36,48.98,87,No
Jonathon,10,Male,USA,Texas,Austin,Farmer,High,Beginner,Intermediate,Math,Video,Hard,71,76.66,129,Yes
Lauren,11,Female,India,Karnataka,Mysore,Doctor,Low,Intermediate,Advanced,Science,Quiz,Hard,117,64.16,135,Yes
Jacob,13,Male,USA,Texas,Austin,Teacher,High,Advanced,Advanced,English,PDF,Medium,70,75.35,127,Yes
Grant,10,Female,UK,Scotland,Edinburgh,Clerk,High,Beginner,Advanced,Math,PDF,Basic,95,76.48,86,Yes
David,14,Female,UK,England,London,Engineer,High,Intermediate,Advanced,English,Quiz,Hard,41,54.48,99,No
Carl,16,Male,UK,Scotland,Glasgow,Clerk,Low,Advanced,Beginner,English,Video,Hard,94,71.18,101,Yes
Johnny,13,Male,India,Karnataka,Bangalore,Business,Middle,Beginner,Beginner,English,PDF,Hard,54,70.85,122,Yes
Jorge,11,Female,USA,California,San Diego,Clerk,Low,Beginner,Beginner,English,Video,Hard,65,86.36,103,Yes
Kevin,12,Female,UK,England,Manchester,Farmer,Middle,Beginner,Intermediate,Science,PDF,Hard,64,78.07,81,Yes
Gregory,8,Female,USA,California,San Diego,Doctor,High,Intermediate,Intermediate,English,PDF,Medium,24,70.47,138,Yes
Michael,7,Female,USA,California,Los Angeles,Farmer,High,Beginner,Beginner,Science,Video,Basic,114,62.92,117,Yes
Jacob,5,Female,UK,Scotland,Edinburgh,Clerk,Middle,Beginner,Intermediate,Math,PDF,Basic,101,47.12,108,No
Kathryn,15,Male,USA,Texas,Dallas,Teacher,Middle,Intermediate,Beginner,English,Video,Basic,69,43.21,87,No
Joel,8,Female,UK,Scotland,Edinburgh,Doctor,High,Intermediate,Advanced,Science,Video,Hard,77,64.75,132,Yes
Margaret,15,Male,India,Maharashtra,Mumbai,Business,Low,Beginner,Advanced,Science,Video,Basic,69,61.57,134,Yes
Cynthia,8,Male,India,Karnataka,Mysore,Clerk,High,Beginner,Intermediate,English,Quiz,Basic,36,63.41,104,Yes
Lisa,11,Female,USA,California,Los Angeles,Clerk,Low,Intermediate,Advanced,Math,Video,Medium,23,72.24,114,Yes
Tim,9,Female,USA,California,Los Angeles,Farmer,High,Intermediate,Beginner,Science,Quiz,Basic,50,68.2,83,Yes
Brian,18,Female,UK,England,London,Engineer,High,Beginner,Advanced,Science,Quiz,Medium,91,89.2,125,Yes
Molly,14,Female,USA,California,Los Angeles,Clerk,High,Beginner,Intermediate,Math,Quiz,Basic,16,69.18,97,Yes
Lisa,15,Male,UK,England,London,Teacher,Low,Beginner,Beginner,Math,Video,Hard,17,89.75,105,Yes
Michael,16,Male,USA,Texas,Dallas,Doctor,High,Intermediate,Advanced,Math,PDF,Basic,82,60.49,125,Yes
Vicki,6,Female,UK,Scotland,Glasgow,Engineer,Middle,Advanced,Intermediate,English,PDF,Hard,24,89.43,91,Yes
Rick,12,Female,USA,California,San Diego,Business,High,Intermediate,Advanced,Science,PDF,Medium,106,66.54,131,Yes
Tammy,5,Male,India,Maharashtra,Mumbai,Clerk,Low,Beginner,Intermediate,Math,Video,Hard,71,50.89,115,No
Robin,13,Female,UK,England,Manchester,Clerk,High,Intermediate,Advanced,English,Quiz,Basic,80,77.51,110,Yes
Samantha,12,Female,UK,England,Manchester,Teacher,High,Advanced,Intermediate,English,Video,Basic,33,76.03,87,Yes
Joshua,6,Male,UK,England,London,Engineer,Middle,Intermediate,Beginner,Math,PDF,Basic,107,83.03,122,Yes
Edward,14,Male,India,Maharashtra,Mumbai,Business,Low,Advanced,Advanced,Science,Quiz,Basic,33,61.56,124,Yes
Dale,5,Male,UK,England,Manchester,Farmer,Middle,Intermediate,Beginner,English,PDF,Medium,81,66.61,108,Yes
Paul,5,Male,India,Maharashtra,Mumbai,Clerk,High,Intermediate,Intermediate,English,Quiz,Medium,56,55.13,107,No
Todd,17,Female,USA,California,Los Angeles,Farmer,Middle,Beginner,Beginner,Math,Quiz,Medium,12,65.36,84,Yes
Jennifer,6,Female,India,Maharashtra,Mumbai,Clerk,High,Intermediate,Beginner,Science,Video,Medium,112,58.34,100,No
Matthew,8,Female,USA,California,Los Angeles,Business,High,Intermediate,Intermediate,Math,PDF,Hard,76,70.53,94,Yes
Brent,12,Female,USA,Texas,Austin,Farmer,Low,Advanced,Intermediate,Science,Video,Medium,73,86.48,93,Yes
Michael,13,Female,UK,Scotland,Glasgow,Farmer,Middle,Intermediate,Intermediate,Math,Quiz,Medium,16,98.25,81,Yes
Mary,15,Female,UK,Scotland,Glasgow,Engineer,Middle,Advanced,Advanced,Math,Quiz,Medium,89,80.76,81,Yes
Robert,5,Female,India,Maharashtra,Mumbai,Farmer,Low,Beginner,Intermediate,Math,PDF,Hard,14,50.62,80,No
Margaret,7,Female,UK,Scotland,Edinburgh,Business,Middle,Beginner,Intermediate,Math,PDF,Hard,81,58.43,110,No
Sara,8,Male,UK,Scotland,Glasgow,Clerk,Middle,Advanced,Beginner,Math,Quiz,Medium,45,75.68,101,Yes
Sarah,15,Female,India,Karnataka,Bangalore,Farmer,Middle,Beginner,Intermediate,English,Video,Hard,88,58.08,87,No
Peter,14,Male,UK,England,Manchester,Clerk,Middle,Advanced,Beginner,Math,PDF,Hard,53,82.37,101,Yes
Sarah,6,Female,UK,Scotland,Glasgow,Doctor,High,Advanced,Intermediate,Math,Video,Basic,84,37.75,108,No
Laura,10,Female,India,Maharashtra,Mumbai,Business,High,Intermediate,Advanced,English,Video,Basic,80,78.83,109,Yes
Christopher,13,Male,UK,Scotland,Glasgow,Doctor,Middle,Intermediate,Beginner,English,Video,Medium,90,61.2,123,Yes
Michael,15,Female,USA,California,Los Angeles,Farmer,High,Beginner,Beginner,Science,Quiz,Basic,33,60.86,94,Yes
Lisa,18,Female,UK,Scotland,Glasgow,Business,Middle,Beginner,Beginner,Science,Video,Medium,99,38.98,122,No
Kelly,7,Female,UK,Scotland,Edinburgh,Teacher,High,Beginner,Intermediate,English,Quiz,Hard,93,79.3,100,Yes
Sandra,15,Male,India,Karnataka,Mysore,Teacher,Low,Beginner,Advanced,English,Quiz,Basic,87,88.95,108,Yes
Elijah,13,Female,USA,Texas,Dallas,Business,Middle,Beginner,Advanced,Math,Quiz,Hard,71,81.03,94,Yes
Kyle,5,Female,India,Maharashtra,Pune,Teacher,High,Beginner,Intermediate,Science,Quiz,Hard,118,97.58,101,Yes
Misty,8,Female,USA,California,San Diego,Farmer,Middle,Beginner,Advanced,English,PDF,Hard,93,53.35,101,No
Aaron,11,Female,UK,Scotland,Edinburgh,Teacher,Low,Beginner,Advanced,English,Quiz,Medium,94,68.74,118,Yes
Francis,12,Female,UK,England,Manchester,Teacher,Middle,Beginner,Beginner,Science,Quiz,Hard,16,96.5,134,Yes
Christopher,11,Female,USA,California,San Diego,Clerk,High,Advanced,Advanced,Math,Video,Medium,22,53.02,128,No
Steven,14,Female,UK,Scotland,Edinburgh,Doctor,Middle,Advanced,Intermediate,English,Quiz,Hard,19,50.38,93,No
Madison,5,Female,USA,California,San Diego,Farmer,High,Intermediate,Intermediate,Math,PDF,Medium,39,59.56,108,No
Timothy,8,Female,USA,California,Los Angeles,Doctor,Middle,Intermediate,Intermediate,English,PDF,Hard,74,40.06,87,No
Justin,13,Male,India,Maharashtra,Mumbai,Business,Middle,Beginner,Intermediate,Math,Quiz,Medium,75,62.12,113,Yes
Julie,17,Female,USA,Texas,Austin,Farmer,Low,Intermediate,Intermediate,English,Video,Hard,10,100.0,104,Yes
John,6,Female,USA,Texas,Dallas,Farmer,Low,Advanced,Beginner,Science,PDF,Hard,33,75.67,137,Yes
Joel,9,Female,India,Maharashtra,Pune,Clerk,Low,Beginner,Intermediate,Science,Video,Basic,10,81.39,138,Yes
Carol,7,Female,India,Karnataka,Mysore,Teacher,High,Intermediate,Beginner,Science,PDF,Hard,91,67.3,132,Yes
Connor,17,Female,UK,Scotland,Edinburgh,Engineer,Middle,Beginner,Beginner,Math,PDF,Medium,53,67.32,110,Yes
Jacqueline,16,Female,UK,Scotland,Edinburgh,Farmer,Low,Beginner,Beginner,English,PDF,Hard,47,63.77,95,Yes
Jason,8,Female,UK,Scotland,Edinburgh,Engineer,Low,Advanced,Intermediate,English,Quiz,Hard,105,85.99,91,Yes
Joseph,5,Male,UK,Scotland,Glasgow,Engineer,Low,Intermediate,Advanced,Math,Quiz,Medium,60,31.55,96,No
Angela,6,Female,UK,England,Manchester,Engineer,High,Advanced,Intermediate,Science,PDF,Medium,28,55.48,85,No
Natalie,15,Female,India,Maharashtra,Pune,Farmer,Low,Intermediate,Beginner,Math,Quiz,Medium,16,47.99,112,No
Michelle,17,Male,USA,California,San Diego,Farmer,High,Intermediate,Advanced,Science,PDF,Hard,101,90.77,121,Yes
Dustin,15,Female,UK,Scotland,Edinburgh,Doctor,Low,Advanced,Advanced,Science,PDF,Hard,83,60.14,108,Yes
Gabriel,8,Female,India,Maharashtra,Pune,Farmer,High,Beginner,Intermediate,Math,Video,Basic,95,44.64,85,No
Richard,17,Male,India,Karnataka,Bangalore,Engineer,Low,Intermediate,Beginner,English,Quiz,Basic,53,67.25,124,Yes
Jeffrey,7,Male,UK,England,London,Doctor,Low,Intermediate,Beginner,English,PDF,Basic,82,62.31,134,Yes
Thomas,5,Male,USA,Texas,Austin,Teacher,Low,Advanced,Intermediate,Science,PDF,Basic,107,68.22,87,Yes
Nancy,5,Male,UK,Scotland,Glasgow,Teacher,High,Beginner,Beginner,Science,Video,Basic,80,64.64,133,Yes
Elizabeth,15,Male,India,Maharashtra,Pune,Doctor,Middle,Beginner,Beginner,Math,PDF,Hard,46,58.22,137,No
Mary,5,Male,USA,California,Los Angeles,Clerk,High,Beginner,Intermediate,Math,PDF,Medium,54,84.03,131,Yes
Kathryn,5,Male,UK,England,Manchester,Business,Low,Beginner,Intermediate,Math,Quiz,Basic,100,54.64,133,No
Stephanie,15,Female,India,Karnataka,Mysore,Doctor,Low,Beginner,Intermediate,Math,Video,Basic,36,70.94,106,Yes
James,16,Male,USA,Texas,Dallas,Farmer,Middle,Advanced,Beginner,Math,PDF,Basic,116,69.3,105,Yes
Miranda,7,Male,UK,England,Manchester,Clerk,High,Advanced,Advanced,Science,Video,Medium,29,46.9,91,No
Jennifer,12,Female,UK,England,Manchester,Teacher,High,Beginner,Advanced,Math,PDF,Hard,92,65.04,122,Yes
